comment,pos
大雨、暴雨、冰雹马上到河北媒体澎湃新闻ThePaper,4
华容一蓄洪垸溃堤紧急转移2.36万人,1
大风警报湖岸洪水警报,0
"星期三大雨将持续,洪灾威胁持续",1
9省市部分地区大到暴雨南方新一轮降雨最强上海热线教育频道,2
"2020年6月26日,星期五,马奈(达沃东方)(菲律宾)88E以北042公里的3.5级小地震",3
每日新报数字报刊平台将迎大风降温,0
宜昌暴雨致多地发生险情当地消防转移营救一千多人,2
罕见冰雹袭击闽北死亡2人直接经济损失3.4亿――中新网,4
10级大风雨水大军已杀到辽宁明日雨水范围缩小,0
居民被告知要清理排水沟的树叶以防洪水泛滥,1
"3.4级小地震2020年7月24日星期五,克尔曼沙赫(伊朗)萨尔波尔扎哈12公里处",3
更新丨新疆于田今天发生6.4级地震另有3.0级以上余震8次,3
尤卡坦严重洪灾,1
湖北三部门总结农业洪涝防灾减灾救灾服务合作成效中国气象局政府门户网站,1
更新:区域处理大风暴造成的损害,0
图集福建水口水电站开闸泄洪,1
突发平凉市部分县区遭冰雹侵袭最大宛如鸡蛋,4
天气预报:河南局地特大暴雨中旬将旱涝急转分析:可能是bug,2
黄河出现今年第1号洪水黄河上游水旱灾害防御Ⅳ级应急响应启动,1
雷暴大风大雨齐聚吉林,0
直击安庆洪水,1
甘肃永靖遭遇冰雹天气:16人受伤经济损失2.75亿元闽南网,4
"轻微3.4级地震危地马拉北部埃赫泰纳戈82公里,2020年8月11日,星期二",3
雨大雨暴雨保山等地滑坡泥石流等地质灾害风险较高,2
"轻磁4.0级地震2020年8月8日,星期六,OAX(墨西哥)萨利纳克鲁兹河畔35公里处",3
冰雹、非季节性降雨破坏小麦作物,1
台风海神将给普兰店带来降雨和较强大风,0
我市积极部署强降雨防汛工作,1
受大风影响舟山今天岛际水上客运部分航线停航浙江新闻浙江在线,0
"信阳暴雨,部分道路、桥梁被淹大河网",2
涼山州山洪暴發河邊賓館遭沖毀即時新聞兩岸on.cc東網,1
注意大风、暴雨冰雹又来要来临沂了媒体澎湃新闻ThePaper,4
贵州再次开启暴雨模式多地区地质灾害风险高,2
定西市市直单位干部职工向岷县漳县等洪涝灾区集中捐款,1
鸡蛋大冰雹袭击贵州镇宁县9人受伤3万余人受灾中新网,4
"日本千叶6.2级地震日本千叶县东北部地区25日凌晨发生6.2级地震,目前尚无人员伤亡和财产损失报告。据日本气象厅消息,地震发生于当地时间25日4时47分(北京时间3时47分),震级为6.2级,震中",3
"卢旺达洪水和泥石流最新情况(卢旺达气象局,NOAA,媒体)(2020年2月5日回声日报快讯)卢旺达",1
双休日北京雷雨仍将频繁来扰局地有大风冰雹注意安全,4
"阵风89级冰雹强雷暴,未来26小时我省多地将受雷雨大风天气影响",4
广东多地遭雷雨大风冰雹17人死亡153人受伤,4
贵州遵义多个乡镇遭受洪涝灾害消防已疏散受灾群众3000余人,1
"轻度4.8级地震2020年8月7日星期五,波多黎各,MagasArriba东南2公里处",3
沈铁积极应对管内雷雨大风天气,0
"2020年7月10日,智利阿塔卡马近海3.5级小地震",3
门罗县大风警报,0
"在登陆季节,区办公室准备应对洪水",1
今年洪涝已致千万人次受灾,1
"未来两小时,商洛这些地方将出现雷暴大风和冰雹天气",4
降温大风明后两天到山东最高直降10℃还有霜冻,0
"淅淅沥沥山西多地降雨持续,并伴有雷暴大风,最低温2℃",0
"今夜,广州又将开启倒水模式,局地10级雷暴大风",0
大风雷暴极端天气下如何安全行车,0
"强降雨和大冰雹影响布里斯班和内陆地区,风暴横扫昆士兰州东南部",4
苏格兰暴雨洪灾导致火车脱轨死亡的原因调查开始,2
天气博客:天气预报终于下雨了,1
"大雨局部暴雨泉州启动应急响应,晋江本周天气",2
鄂尔多斯部分地区发生冰雹灾害,4
重庆9个区县遭遇暴雨多条河流出现超警戒水位洪水,1
"2.7级小地震Fagradalsfjall(冰岛)东北偏东1.1公里,2020年7月20日,星期一",3
"2.8级小地震Gj西北偏西8.6公里古尔塔(冰岛)2020年6月20日,星期六",3
北部小心雷雨和大风中南部注意防晒,0
京津冀等地全力做好大风应对和森林防灭火服务,0
斯洛文尼亚多地遭遇风暴袭击冰雹如鸡蛋一般大小中新网,4
"雷暴大风冰雹又来了黑龙江降雨降温,局地下降810℃政务澎湃新闻ThePaper",4
贵州向近期暴雨洪涝重灾区紧急下拨省级应急救灾资金500万元,1
浙江衢州暴雨积水严重消防员借吊车营救被困者,2
江西永丰遭暴风冰雹袭击直接经济损失1亿7千万搜狐新闻,4
"冕宁古蔺等地昨夜降大暴雨,阿坝小金县发生泥石流灾害致4人失联",2
山西对汛期安全生产发出通知:暴雨威胁矿井安全时,2
雨何时停南方洪灾风险有多高官方最新研判,1
"飓风亚历克斯来袭时,大曼彻斯特地区有三个洪水警报",1
最大降雨量323毫米强降雨致四川多地受灾,1
六月的冰雹是加拿大与雷暴相关的代价最高的事件之一:怡安,4
"暴雨来袭,多地水浸阳江防汛Ⅳ应急响应提升为Ⅲ级政务澎湃新闻ThePaper",2
淮河发生2020第1号洪水王家坝超警戒水位,1
"萨利的大风、大雨造成了严重破坏,彭萨科拉大桥部分坍塌",0
2020年6月27日星期六圣胡安(阿根廷)2.8级小地震,3
"官员发现美国国旗由于大风而落在地上,放在屋主家门口",0
山泥倾泻和大风导致高原和岛屿的旅行困难,0
廣西容縣:暴雨內澇致群眾被困消防緊急救援,2
国家发展改革委下达2.11亿元救灾应急资金支持暴雨洪涝灾害地区抗灾救灾,1
"2020年8月8日,星期六,千岛群岛(俄罗斯)发生轻磁4.5级地震",3
英国英格兰北部河流泛滥后的洪水救援,1
临沂兰陵一石膏矿采空区发生塌陷专家:与地震关联性不强不会造成更大破坏,3
"意大利卡拉布里亚48小时降雨量450毫米,200人获救",1
"一觉醒来,枪声响起,美国更大风暴要来了",0
"3.5级小地震奥斯特德特瓦特佩克43公里,OAX(墨西哥),星期一,2020年7月13日",3
黑龍江省發布中小河流洪水、地質災害、山洪災害等氣象風險預警,1
"2020年7月15日,星期三,希腊,多德卡尼斯群岛,3.6级小地震",3
"湖北新一轮强降雨来了,伴有局部10级大风",0
"阿萨姆邦洪水影响25L,德里房屋倒塌,UkhandBridge倒塌:印度在暴雨肆虐中挣扎",1
强降水、雷暴大风来袭河南六地暴雨,0
"星期天,怀俄明州中部和南部的高速公路被大风封住西部公路上有黑色的冰",0
又一台风生成17日起广西多地迎来大风较强降雨,0
26日至28日湖南迎新一轮强降雨,1
大风导致卡鲁米特县COVID19试验场暂时关闭,0
天气提醒:太原将迎来大风降温天气,0
米开朗基罗皮斯托莱托的意大利艺术中心在洪水后遭受严重破坏,1
贵州六盘水:暴雨来袭29处路段发生泥石流和边坡垮塌,2
风暴弗朗西斯给英国和爱尔兰带来洪水、破坏性降雨和破纪录的大风,0
"2020年6月18日,星期四,爱达荷州斯坦利西北24公里处发生3.0级小地震",3
印度雨季雨量25年新高极端天气事件将增加,1
端午节小长假最后一天暴雨来袭泰州人快看看具体什么情况呢,2
新一轮降水又来山东中西部局部有大暴雨,1
"雷暴大风将至,山西未来三天,我省多降水天气",0
又有人雨天触电身亡暴雨天怎样出行最安全,2
湖泊出水口堵塞是否引发洪水,1
重庆28个区县降下暴雨多条河流出现超保证水位洪水,1
湖南今明天湘西南湘中地区局地有暴雨21日起雨水逐渐停歇,1
"新一轮冷空气来袭今明两天8月2930号,大雨暴雨大暴雨网易订阅",1
最新消息:山洪暴发和严重雷暴警报停止,1
"警告风暴风速每小时60英里,冰雹在Bucks公司发布。",4
东南亚洪水死亡人数接近40人新风暴来临,1
威海市民注意强降水雷暴大风即将来袭新华网山东频道,0
"中央气象台:6月2728日天气预报,暴雨大暴雨席卷而来",2
连续性暴雨来袭福建省启动防暴雨Ⅳ级应急响应,2
浙江部分列车已停运杭州今夜到明天有大风、暴雨,0
"有可能出现强风暴和冰雹,大雨威胁着草原",4
天水市人民政府园区动态天水国家农业科技园区管委会查看果园冰雹灾情,4
未来三天山西多阵雨或雷阵雨雷暴大风相伴,0
豫鄂部分地区有特大暴雨局地有雷暴大风,0
暴风雨冰雹袭击文山州一地因灾死亡1人,4
四川广元暴雨突袭消防连夜疏散转移70余人,2
日本九州一处农药仓库因暴雨受损674公斤农药泄漏,2
"在接下来的48小时内,大风、风暴潮和涨潮将给科克带来新的洪水威胁",0
"怪事双螺旋云现身北方,太空清晰可见分析:可能带来雷暴冰雹",4
本周中河南还有一场大风出门需做好扬尘防护措施,0
"中度5.7级地震新西兰南岛北部圣阿诺以西10公里,2020年9月3日,星期四",3
"3.1级小地震2020年8月2日星期日,科罗拉多州曼萨尼洛14公里alSUROESTEdeMANZANILLO",3
"一定要看视频和照片捕捉冰雹和闪电,暴风雨席卷休斯顿地区",4
受強降雨和地質災害影響四川高速公路5處阻斷16條國省道尚未搶通,1
"受暴雨影响,煤炭专线大秦铁路一周内两次脱轨",2
"2020年6月18日,星期四,智利(墨西哥)托纳拉苏罗埃斯特144公里处发生4.0级地震",3
2020年7月29日星期三3.5级小地震莫鲁卡海北部(印度尼西亚),3
"小型3.2级地震尼加拉瓜alsuroestedeJiquillillo61公里,2020年7月27日,星期一",3
"轻磁4.6级地震2020年8月10日星期一,加利福尼亚州(美国)孟买海滩东南12公里处",3
应急响应升级今晚开始贵州叒有暴雨、大暴雨媒体澎湃新闻ThePaper,2
"大风过后继续清理,清理,成千上万的人没有电",0
上海向安徽提供防洪援助,1
湖南芷江等地降下鸡蛋大冰雹部分民房受损人员受伤,4
北京西部北部出现较强降雨与短时大风山区有小冰雹,4
"注意接下去几天,松阳仍有阵雨、雷雨、大到暴雨新闻中心丽水网",2
"本周大风中,伊利湖相差10英尺",0
"紧急提醒:未来3小时内,济南市区、长清、历城等将出现冰雹911级雷雨大风和短时强降水媒体澎湃新闻ThePaper",4
"吉林辽宁迎来强降雨,暴雨大暴雨遍地,致灾风险高",2
水利部办公厅发出紧急通知要求:压紧压实责任做好山洪灾害防御,1
国家矿山应急救援汾西队组织开展地震应急救援演练政务澎湃新闻ThePaper,3
日环食、惊雷、暴雨一起来还有什么刷爆了福州人的朋友圈,1
"黑龙江多地有雨,后天迎来全省性雨水,雷暴大风相伴",0
一座大坝如何守护千年古府50年一遇的洪水背后浙江治水有秘笈中国网,1
"蒸煮一整天广东高温不断体感闷热,午后需警惕雷雨大风",0
2020年9月4日星期五(印度尼西亚)班达海5.1级中等地震,3
洪灾频发的坎布桑公路需要采取行动来阻止另一个寒冷的冬天,1
大风警报影响到星期一在怀俄明州东南部的旅行,0
"3.0级小地震2020年8月13日星期四,内华达州(美国)米纳东南30公里处",3
2020年6月28日星期日多米尼加共和国地区3.4级小地震,3
"中国气象局:未来三天6月2729号,大雨暴雨大暴雨王者归来",1
暴雨突袭黔西县城消防员多线出击疏散转移被困群众,2
天气实况更新:南极风暴给新西兰带来大风、大雪,0
"轻磁4.1级地震2020年8月13日,星期四,OAX(墨西哥)24公里alSURESTEdeMATIASROMERO",3
刚刚潍坊突降冰雹鸡蛋大小内附现场图,4
"新一轮大雨暴雨,接踵而至官方预报:局地大暴雨",2
贵州、广西、吉林等地有大雨局地有雷暴大风,0
"上月山东遭遇20年以来最强冰雹天气,6月还有气象专家分析原因",4
2020年6月14日星期日圣胡安(阿根廷)3.1级小地震,3
"陕西发布重要天气报告20日起大范围降雨,局地暴雨",2
"金正恩亲自驾驶雷克萨斯,视察和报道暴雨现场",2
"下班时间,佛山大雨雷暴短时大风",0
浙江衢州暴雨连续当地紧急转移安置,1
"数据告诉你:或许你看了很多关于冰雹的新闻,但其实它越来越懒了",4
盐城响水遭遇8级大风袭击200多户房屋受损21人受伤,0
湖南解除暴雨三级应急响应,2
国家发展改革委紧急下达3.09亿元救灾应急资金支持暴雨洪涝灾害地区抗灾救灾,1
雷雨、冰雹在路上媒体澎湃新闻ThePaper,4
"2020年8月17日,星期一,波多黎各,拉帕格拉西南6公里处发生3.2级小地震",3
"四川木里暴雨引发泥石流,紧急疏散318户1447人",2
重庆33个区县降暴雨当地启动防汛Ⅳ级应急响应,2
四川冕宁626特大暴雨灾害受灾最严重区域画面曝光,2
气象局警报:今天埃尔帕索出现今年第一次大风警报,0
强降雨入侵山东或有风暴、冰雹等灾害天气山东频道人民网,4
大风导致密歇根州东南部数千人停电,0
"紧急提醒大暴雨10级雷暴大风正在派送又双叒叕一波龙舟水来了,至于周末",0
断电:PGE将索诺马县早期停电归咎于大风事件,0
3.0级小地震4公里alOestedeLimon。(哥斯达黎加)2020年7月30日星期四,3
大雾大风成主角,0
"3.1级小地震2020年7月22日,星期三,尼加拉瓜,马萨查帕86公里处",3
山东部分地区今日雷雨伴大风国庆首日西北部等地仍有阴雨,0
"突发,实拍阳泉市狂风暴雨现场部分地区突降冰雹",4
"2020年10月8日,星期四,南桑威奇群岛地区,5.2级中等地震",3
中国最大的淡水湖周围发生了前所未有的洪水,1
"山西平顺遭遇暴雨冰雹,县城及部分乡镇发生内涝",4
靖边县8月4日晚预计有大到暴雨局地大暴雨靖边新闻信息网,2
新西兰将迎来十年来最大风暴气象机构对多地区发布警报新闻频道西安网,0
强降雨、雷暴大风将来袭江西三部门联合发紧急通知,0
"龙舟水又来了暴雨8级大风,东莞人的周末要泡汤",0
2.9级小地震2020年7月30日星期四(智利)15公里alNOdeAndacollo,3
越南中部等地暴雨已致28人死亡,2
"山东天气1秒变脸下午到夜间13市有雷雨大风,下班途中请备好雨具",0
"3.1级小地震2020年7月16日,星期四,尼加拉瓜科西古纳,北波托西13公里",3
"四川冕宁特大暴雨已致19人遇难、3人失联据冕宁县政府新闻办公室官方微博,冕宁县626特大暴雨灾害情况通报:截至7月3日17时,在持续搜救过程中发现彝海镇2名失联人员已遇难。目前,彝海镇有16",2
"2020年7月9日,星期四,波多黎各,拉帕格拉东南3公里处发生2.9级小地震",3
飓风亚历克斯给英国部分地区带来暴雨和大风,0
"气温骤降10℃冷空气杀到,广西将迎大雨、暴雨、雷暴大风",0
注意降温暴雨大风又来捣乱了,0
"小震级3.5级地震2020年8月1日星期六,帕农贡(古董)(菲律宾)北纬60西032公里",3
"强雷雨8级大风,七夕过后与你相约媒体澎湃新闻ThePaper",0
这些霍尔县的道路由于洪水、风暴破坏而关闭,1
山西平顺遭遇暴雨冰雹县城及部分乡镇发生内涝,4
英国天气预报:英国人遭遇暴雨、无情大风和闪电威胁,0
"北京遭遇冰雹降雨天气,市排水集团启动一级响应",4
"3.1级小地震2020年8月3日,星期一,圣何塞(西方民都罗)(菲律宾)西南77W044公里",3
江苏长江以北地区三天内有较强降雨,1
"2020年6月15日,星期一,所罗门群岛吉佐西南174公里发生5.1级中等地震",3
"2020年6月27日,星期六,多米尼加共和国地区(特克斯和凯科斯群岛)3.3级小地震",3
湖北咸宁普降暴雨消防紧急救援转移被困民众,2
圣埃斯皮里托44个城镇发布暴雨、风暴和冰雹警报。见列表回复:耶路撒冷,4
"贵州毕节发生4.5级地震,沪昆铁路相关区段线路已封锁",3
"3.4级轻微地震2020年7月18日,星期六,格罗(墨西哥)佩塔兰89公里处的alSUROESTEdePETATLAN",3
"2020年8月11日,星期二,希腊南部3.2级小地震",3
2020年6月12日星期五日本琉球群岛4.7级地震,3
"湖北新一轮强降雨来了,伴有局部10级大风",0
襄阳:工地被淹十五名工人被困消防员强渡洪水救援,1
"内蒙古多地暴雨引发山洪:救助被困人员近500人,1人死亡",1
注意广西将迎强降雨、短时雷暴大风天气,0
"灾害管理小组高度戒备,因为西开普省预报有雨、雪和大风",0
"确定了,140毫米大暴雨下午启动,大到暴雨大暴雨,天气预报",2
"湖北恩施建始暴雨破历史极值,已致5死1失联七环视频澎湃新闻ThePaper",2
"轻微3.8级地震危地马拉北部萨拉马14公里,2020年7月20日星期一",3
所罗门群岛霍尼亚拉附近发生里氏5.5级地震,3
"3.9级小地震2020年8月2日星期日,OAX(墨西哥)57公里alSUROESTEdeSPEDROPOCHUTLA",3
"2020年6月23日,星期二,3.4级小地震莫鲁卡海北部(印度尼西亚)",3
沅陵:暴雨致国道塌方中断公路部门全力抢修保畅通,2
"云南昭通强降雨洪灾:居民凌晨紧急离家车内避险,有电瓶车被冲走",1
轻磁4.1级地震2020年8月13日星期四(智利)51公里alSEdeSocaire,3
紧急福州持续性暴雨来袭,1
圣安娜大风将在圣迭戈感恩节之夜增加野火风险,0
山西平顺遭遇暴雨冰雹县城及部分乡镇发生内涝,4
"警报发布后,风暴席卷东海岸,带来破坏性的风和高尔夫球大小的冰雹",4
"2020年6月22日星期一,智利东北偏斜61公里处发生3.3级小地震",3
下面是Wayanad如何利用微降雨数据成功地减少了季风的破坏,1
"雷雨、大风、冰雹即将上线,学会应急避险看这里政务澎湃新闻ThePaper",4
受欢迎的杜瓦尔玉米迷宫在大雨和大风袭击华盛顿西部后被摧毁,0
旱情持续东北旱区最重的辽宁要来一场透雨了,1
重庆暴雨致1人死1人失踪6万余人受灾,2
雷雨冰雹齐上线端午假期要泡汤了政务澎湃新闻ThePaper,4
费城地区有60英里小时的风暴和冰雹警告,4
吉林省气象局关于重大气象灾害(雪灾、冻害、大风)Ⅳ级应急响应升级至Ⅲ级的决定,0
广西地震局:靖西近期不排除发生4级左右余震的可能,3
冻雨大风长春遭遇极端天气,0
"8级大风暴雨,商丘天气接下来是雨雨雨雨",0
"贝加尔湖风暴出现,雷雨冰雹又要突袭东北未来10天还将持续多雨",4
"2020年7月29日星期三,印度(中国)沿北纬244公里处发生轻磁4.9级地震",3
贵州毕节市赫章县发生4.5级地震,3
对温尼伯湖马尼托巴湖南岸发布大风影响警报,0
"当龙卷风警报结束时,辛科县一些地区出现大冰雹",4
暴雨不停这里已有44万人受灾水利部发声,2
"暴风雪席拉:大风中树倒在车上,男子死亡",0
"2.8级小地震2020年8月9日,星期日,波多黎各,MariaAntonia东南11公里处",3
我省多地遭遇大风冰雹天气未来几天临夏市天气将恢复晴好政务澎湃新闻ThePaper,4
"中央气象台:6月2830日天气预报,以下城市遍地暴雨大到暴雨",2
广西将迎强降雨、短时雷暴大风天气,0
"「气象灾害(暴雨)Ⅳ级应急响应」湖南再迎雨水相对集中期,湘中以北局地暴雨需谨防洪涝",1
两股冷空气制造大风降温山东鲁西北等地最低温2℃有霜冻,0
"3.7级小地震北卡罗来纳州圣罗萨利亚72公里,BCS(墨西哥),星期四,2020年7月23日",3
"罕见天津西青等地突遭激烈冰雹袭击,现场仿若下过大雪",4
今年山东强对流天气特别多5月出现8个冰雹日,4
"280毫米特大暴雨今晚开启未来3天,大雨暴雨,天气预报",1
"寒潮、降雪、大风全来明起吉林省猛降10多度,再回零度以下",0
冷空气夹击强降水短时大风即将到南海政务澎湃新闻ThePaper,0
"还有暴雨刚刚,苏州连夜作出部署",2
"科罗拉多州东北部发布大风警报,数百名格里利居民失去电力",0
未来几天内蒙古全区大部大风降温,0
"2020年6月17日,星期三,加利福尼亚州波德菲什25公里处发生2.7级小地震",3
北方气温大幅上升伴有大风多地森林火险气象等级偏高风干物燥加强火源管控注意防火,0
四川甘孜:暴雨引发泥石流816名学生紧急撤离,2
"2020年6月21日,星期日,冰岛达利克西北12公里处发生4.2级地震",3
贵州惠水遭遇特大暴雨多部门联合参与抢险救灾工作,2
"受持续强降雨影响,湖北和江苏多地启动防汛一级响应",1
8级大风雷雨逐渐包围广东局部暴雨,0
注意降温暴雨大风又来捣乱了,0
昨日空气污染3至4级周日将迎来大风降温,0
"热带风暴伽马暴雨袭击尤卡坦半岛,暴雨、大风",0
"新南威尔士州RivertonWY于10月14日凌晨2:09发布大风警报,直至10月14日晚上7:00MDT",0
战暴雨斗冰雹四平交警全力守护群众生命财产安全,4
"广州天气:暴雨8级大风,凶猛的龙舟水又来啦",0
"注意保暖贵州平均气温降5℃以上,这些地方还有大到暴雨",2
图片画廊:强烈的十月风暴产生大量冰雹报告今天下午,4
"2020年7月1日星期三,莫鲁卡海北部(印度尼西亚)2.9级小地震",3
辽宁遭暴雨侵袭致城市内涝紧急转移逾12万人镇江市化工有限责任公司,2
